OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount
16370,33149,624,10,2293.52,0
16371,11376,944,9,1358.04,15
16372,22556,912,1,2052.93,0
16373,31096,752,6,1950.81,0
16374,9140,923,1,2524.08,0
16375,45734,28,7,487.5,0
16376,22545,681,9,2561.04,15
16377,9821,254,2,1590.29,15
16378,27312,884,6,2013.47,10
16379,35453,849,2,1947.26,0
16380,33315,929,6,1148.73,5
16381,29349,862,2,1146.44,5
16382,6683,469,8,2933.91,0
16383,27757,765,6,1232.16,0
16384,19469,5,6,253.18,0
16385,25328,244,1,2853.2,0
16386,43237,373,3,1691.52,0
16387,46858,878,2,2115.92,10
16388,15780,794,9,2865.32,20
16389,7423,874,6,2780.59,20
16390,29717,865,7,729.9,5
16391,16278,924,9,1445.98,10
16392,37367,962,9,1006.58,0
16393,31038,171,6,69.99,0
16394,39463,1,3,261.16,5
16395,22604,702,8,1509.05,10
16396,15811,221,3,1486.98,0
16397,38065,198,10,2073.63,0
16398,22721,64,8,1297.37,15
16399,808,640,10,1227.76,0
16400,24817,104,7,993.74,10
16401,6684,639,4,829.44,20
16402,26251,917,1,1005.32,15
16403,28480,241,2,2265.92,0
16404,14315,88,3,740.75,0
16405,18628,807,2,1386.63,20
16406,15960,656,7,2089.52,0
16407,45072,747,1,38.09,15
16408,12615,627,7,789.65,5
16409,42915,513,2,2115.45,0
16410,21768,109,8,1558.71,10
16411,40319,768,5,2915.27,5
16412,16337,472,5,1705.18,5
16413,32622,34,8,390.23,0
16414,19086,850,4,2090.43,20
16415,37315,954,1,1920.43,5
16416,3743,464,6,2479.21,0
16417,40125,139,5,713.23,10
16418,18707,38,2,1231.02,0
16419,37203,535,1,485.68,20
16420,38286,353,8,1477.91,15
16421,2170,801,4,962.58,10
16422,44215,783,8,2323.44,20
16423,32587,997,1,1431.28,20
16424,26390,476,2,2497.4,0
16425,700,145,10,1475.39,0
16426,20050,987,10,986.15,10
16427,43341,517,9,1931.07,15
16428,43531,250,2,1223.96,15
16429,9520,595,7,1365.79,5
16430,37676,426,5,1328.32,0
16431,19326,803,6,2152.18,0
16432,49022,740,5,2511.72,15
16433,45084,439,8,2151.9,0
16434,46455,934,9,407.57,0
16435,13173,574,6,68.45,0
16436,23598,353,8,1477.91,5
16437,30580,250,4,1223.96,20
16438,24959,121,10,2573.48,0
16439,47903,468,1,1290.21,15
16440,5220,745,5,1233.51,15
16441,22683,286,2,2466.61,10
16442,37174,751,3,2807.64,0
16443,42943,57,3,2499.57,20
16444,14189,517,5,1931.07,5
16445,5074,61,6,299.57,5
16446,31171,371,6,2073.35,0
16447,43111,991,4,2222.42,0
16448,4405,872,10,2201.39,20
16449,9948,253,7,1586.1,20
16450,34520,726,1,898.88,5
16451,47321,606,2,748.06,0
16452,29567,415,3,2675.18,10
16453,1030,311,10,535.39,0
16454,21965,433,4,174.62,5
16455,27597,628,5,31.06,0
16456,45255,963,1,2184.81,5
16457,49314,830,8,204.97,15
16458,48464,966,5,2370.37,0
16459,29891,535,8,485.68,0
16460,6121,907,3,1560.78,0
16461,892,499,1,1249.52,10
16462,28320,547,8,881.7,15
16463,26481,554,10,1789.81,0
16464,40627,262,5,838.12,0
16465,8311,162,2,2476.93,15
16466,26177,223,9,2740.35,15
16467,9965,370,8,450.26,5
16468,48302,728,3,2290.86,0
16469,39991,557,8,2799.14,0
16470,14535,634,10,262.02,5
16471,18115,409,8,2377.91,5
16472,43331,890,8,2515.7,0
16473,4376,798,7,1441.31,0
16474,36177,761,10,370.84,0
16475,47680,473,2,102.57,10
16476,12399,818,1,108.4,20
16477,4655,683,7,2847.09,15
16478,21327,478,5,1615.87,20
16479,33324,78,6,2085.52,5
16480,18594,193,1,2278.54,0
16481,13102,853,2,2435.18,10
16482,14477,692,6,2144.79,5
16483,46870,498,1,395.15,0
16484,22905,430,7,2965.3,20
16485,6359,137,8,662.58,20
16486,6015,306,3,1226.65,10
16487,395,547,7,881.7,0
16488,19751,102,3,2424.74,15
16489,24431,736,8,608.52,0
16490,48681,238,1,2657.45,0
16491,43577,59,2,1197.59,0
16492,41925,78,6,2085.52,15
16493,9284,326,5,1131.13,10
16494,8812,818,7,108.4,10
16495,46621,679,4,1601.95,10
16496,36424,981,6,635.98,20
16497,2358,797,9,1003.0,0
16498,4625,567,7,629.17,0
16499,42299,876,5,2185.01,10
16500,21546,787,3,2349.86,5
16501,22857,191,2,2913.95,10
16502,5554,382,2,1684.79,0
16503,15531,853,8,2435.18,0
16504,32516,706,1,67.12,0
16505,30620,637,3,885.97,20
16506,6520,743,10,1403.64,20
16507,23552,4,6,1180.67,0
16508,20003,60,2,2477.95,15
16509,4936,236,3,1288.19,0
16510,1558,732,7,403.89,0
16511,35967,504,5,2638.83,15
16512,19216,344,1,1999.3,10
16513,15261,546,9,2624.52,10
16514,36933,905,6,808.8,0
16515,20907,159,7,2825.63,5
16516,49701,19,8,953.32,0
16517,38232,948,5,1578.4,15
16518,18108,693,9,2369.41,15
16519,42944,310,8,2459.57,0
16520,35966,344,9,1999.3,15
16521,4925,283,10,1906.32,0
16522,33826,823,7,652.49,0
16523,24865,411,10,2342.86,0
16524,19257,831,4,1213.22,10
16525,35441,332,10,347.33,15
16526,29094,717,10,330.14,0
16527,46026,166,1,247.97,0
16528,4490,439,4,2151.9,20
16529,37779,880,4,1430.65,20
16530,30373,210,3,1036.9,20
16531,13002,555,9,1169.9,15
16532,8830,725,2,1426.37,20
16533,11510,80,9,371.69,0
16534,28715,968,4,1152.74,10
16535,15097,704,2,2101.83,0
16536,12669,426,4,1328.32,0
16537,44525,159,5,2825.63,20
16538,17115,709,5,235.93,10
16539,21026,884,1,2013.47,0
16540,9266,937,9,1875.3,20
16541,26502,599,9,149.46,15
16542,3387,644,6,2796.1,10
16543,2701,214,6,1916.62,0
16544,26621,223,10,2740.35,0
16545,39952,430,7,2965.3,20
16546,34388,579,2,57.59,0
16547,7004,299,6,1561.7,20
16548,32659,6,5,2070.53,15
16549,16635,167,10,1541.97,0
16550,34279,981,9,635.98,15
16551,21050,639,9,829.44,20
16552,36449,180,4,580.17,15
16553,36606,642,5,953.33,0
16554,3127,253,5,1586.1,0
16555,33421,462,7,972.22,15
16556,31283,345,5,2327.05,0
16557,46410,408,4,2285.71,10
16558,5155,344,5,1999.3,20
16559,13034,186,1,602.87,5
16560,31673,277,2,44.16,20
16561,12403,157,10,2949.91,10
16562,41190,113,5,98.42,0
16563,44637,831,7,1213.22,0
16564,6943,543,8,753.17,0
16565,1170,183,4,1252.59,15
16566,18437,399,3,1244.2,10
16567,2084,367,2,24.83,20
16568,49908,146,10,1847.56,0
16569,45124,931,3,2429.11,15
16570,36256,631,4,70.43,0
16571,35292,52,5,2752.87,0
16572,45945,137,10,662.58,0
16573,39975,89,1,1807.85,15
16574,45618,223,9,2740.35,20
16575,17870,184,7,304.63,5
16576,17646,662,7,1183.74,10
16577,21244,72,3,1946.09,0
16578,8824,419,7,472.07,15
16579,35668,326,4,1131.13,20
16580,35464,562,1,1904.18,0
16581,46800,567,5,629.17,10
16582,10205,240,5,1456.34,0
16583,23458,694,2,2419.03,15
16584,42849,475,1,396.46,0
16585,5375,385,6,2191.3,20
16586,2261,740,6,2511.72,5
16587,28733,535,3,485.68,0
16588,24835,603,5,2490.8,0
16589,33305,622,8,318.26,0
16590,2913,825,7,711.62,10
16591,2006,753,5,2864.85,10
16592,41618,182,6,2518.14,10
16593,46821,733,10,645.22,5
16594,16100,93,3,896.29,20
16595,39107,730,2,74.59,10
16596,41808,632,3,716.55,20
16597,10265,38,3,1231.02,0
16598,19378,856,6,932.82,15
16599,23001,446,3,1642.18,5
16600,4652,83,1,2125.91,20
16601,477,951,9,2172.68,0
16602,37771,68,2,1267.24,0
16603,24720,691,4,2513.07,10
16604,20868,40,9,2457.57,0
16605,27557,568,3,805.04,20
16606,28000,730,6,74.59,5
16607,49364,224,7,777.18,15
16608,32204,736,6,608.52,15
16609,39595,489,10,1566.3,0
16610,15318,728,10,2290.86,0
16611,24401,880,4,1430.65,0
16612,24416,907,8,1560.78,20
16613,7486,293,5,1348.52,20
16614,4485,361,1,318.8,0
16615,4743,982,10,1385.98,10
16616,44300,836,8,2063.88,20
16617,25445,995,7,2500.05,0
16618,12269,380,8,703.81,15
16619,1683,611,7,1373.52,5
16620,6940,492,8,1847.88,5
16621,44815,918,5,2900.1,0
16622,49291,817,4,2037.46,5
16623,45961,420,8,1026.8,10
16624,30993,123,3,2390.31,20
16625,6539,565,4,2857.85,10
16626,47848,72,8,1946.09,20
16627,5872,769,8,281.53,0
16628,48600,452,4,769.76,15
16629,27435,453,6,537.57,10
16630,22705,667,3,1213.92,20
16631,48666,248,6,1007.52,0
16632,2764,906,5,45.78,0
16633,46775,477,1,1764.76,10
16634,35941,583,3,2531.93,20
16635,18951,886,5,2824.65,0
16636,44178,112,3,173.44,0
16637,7897,255,2,2696.87,0
16638,34597,203,8,2549.95,15
16639,1806,95,3,1625.62,10
16640,43604,70,10,1445.09,0
16641,6269,942,4,832.08,0
16642,18260,469,5,2933.91,0
16643,42907,870,8,1412.67,5
16644,15447,91,8,2351.66,20
16645,27861,302,1,804.71,15
16646,11200,289,9,1680.11,5
16647,21825,485,10,2858.36,5
16648,45311,718,4,631.75,20
16649,33196,886,3,2824.65,0
16650,6362,48,9,817.93,0
16651,23854,437,6,588.37,10
16652,26534,210,6,1036.9,0
16653,35196,160,5,2587.87,0
16654,44157,893,5,1772.93,0
16655,41698,601,8,1468.02,0
16656,13812,948,7,1578.4,20
16657,20639,904,4,2635.2,0
16658,16487,739,10,389.42,20
16659,48459,545,4,2677.5,0
16660,33813,883,7,1163.06,10
16661,17510,488,3,608.71,5
16662,49217,251,3,1152.39,0
16663,32280,293,2,1348.52,0
16664,49382,181,3,2750.65,20
16665,29424,684,9,2179.43,20
16666,9773,380,1,703.81,0
16667,47541,9,6,1640.83,0
16668,33435,819,6,2610.52,20
16669,2544,609,5,2440.28,10
16670,17715,675,6,267.83,10
16671,5833,684,3,2179.43,5
16672,42912,933,8,2619.17,0
16673,2056,955,6,1451.41,0
16674,23593,718,3,631.75,0
16675,8825,308,6,347.17,0
16676,17444,703,6,1789.62,15
16677,9436,629,8,1191.69,0
16678,16463,57,5,2499.57,20
16679,48723,516,5,794.23,10
16680,11026,101,7,2588.67,5
16681,24617,240,10,1456.34,5
16682,12628,450,6,1992.26,5
16683,5330,552,10,2203.55,0
16684,5257,889,2,1352.92,0
16685,38120,687,8,1165.53,10
16686,42985,623,2,226.24,5
16687,48786,269,6,2742.27,0
16688,10054,73,5,1585.13,0
16689,41114,270,2,2458.17,20
16690,4342,871,8,193.48,0
16691,43214,290,3,2626.76,0
16692,27937,171,5,69.99,0
16693,10351,63,9,1991.2,0
16694,27136,758,8,678.73,15
16695,31018,782,2,2585.13,0
16696,42875,771,7,2637.02,15
16697,41963,285,7,1879.67,0
16698,15912,102,5,2424.74,20
16699,25034,754,8,2816.49,10
16700,16817,278,2,234.53,0
16701,41715,742,8,2829.74,0
16702,46019,312,8,778.6,0
16703,5835,597,6,324.82,10
16704,6448,749,7,384.06,0
16705,3408,800,1,2422.98,10
16706,43561,614,2,446.18,0
16707,47895,230,4,805.2,15
16708,34110,979,6,1284.41,0
16709,9240,271,3,2514.63,10
16710,31294,280,1,330.89,15
16711,17870,970,2,2140.79,10
16712,46927,476,8,2497.4,5
16713,25584,702,4,1509.05,0
16714,16848,423,2,2176.22,5
16715,34977,848,6,1236.89,15
16716,21536,577,6,1495.48,20
16717,8156,435,7,2506.87,15
16718,26742,588,4,1863.01,0
16719,17133,665,2,1030.22,5
16720,27450,137,10,662.58,15
16721,16822,65,7,1624.37,0
16722,15390,603,3,2490.8,0
16723,13884,582,10,2980.71,0
16724,5299,980,6,133.81,15
16725,867,900,4,2038.74,20
16726,9237,272,1,1963.58,0
16727,30268,497,4,2639.36,15
16728,28223,864,5,2642.75,5
16729,49561,658,1,2540.48,15
16730,3542,191,9,2913.95,15
16731,3015,965,10,329.92,5
16732,23121,204,4,195.48,20
16733,3556,404,8,2296.61,0
16734,41492,579,4,57.59,15
16735,33888,176,7,664.52,5
16736,42822,808,1,868.54,20
16737,38362,966,4,2370.37,0
16738,45899,404,4,2296.61,0
16739,16587,581,5,1981.39,15
16740,38974,849,8,1947.26,5
16741,47234,873,4,1248.61,20
16742,6110,346,2,2476.6,10
16743,37084,955,6,1451.41,15
16744,41234,252,9,2327.41,10
16745,25492,229,8,801.2,20
16746,48532,260,6,1915.81,15
16747,23334,570,1,2293.33,15
16748,26480,749,10,384.06,15
16749,8263,576,6,1456.69,0
16750,14367,984,6,1832.3,10
16751,6704,375,9,2537.95,15
16752,37843,574,2,68.45,0
16753,36401,271,6,2514.63,5
16754,42816,632,9,716.55,10
16755,41251,755,9,159.23,0
16756,32300,922,1,1143.09,15
16757,41996,886,2,2824.65,20
16758,46713,67,8,1393.49,20
16759,49947,551,1,133.07,15
16760,47250,940,10,544.54,15
16761,19878,586,1,761.22,20
16762,32471,959,1,2241.48,10
16763,233,265,6,2373.93,5
16764,16767,600,8,1745.76,5
16765,2372,980,2,133.81,10
16766,22920,206,1,1094.48,5
16767,26032,735,6,2122.06,0
16768,21498,271,8,2514.63,0
16769,49440,946,3,1675.35,5
16770,23434,94,2,825.07,20
16771,36167,470,5,818.32,20
16772,21261,975,2,1915.82,5
16773,29245,11,3,2247.37,0
16774,36955,895,8,1343.74,5
16775,43913,473,10,102.57,0
16776,1173,321,5,25.61,15
16777,20554,991,2,2222.42,0
16778,26789,700,8,241.67,0
16779,16612,121,1,2573.48,10
16780,28081,524,6,2485.16,20
16781,34069,249,6,43.32,15
16782,26187,534,7,2839.98,10
16783,14629,704,6,2101.83,15
16784,35155,958,7,1420.05,0
16785,15403,547,10,881.7,0
16786,30451,288,4,2910.15,0
16787,40213,411,5,2342.86,10
16788,32753,577,4,1495.48,0
16789,35325,925,6,1233.23,20
16790,47451,744,9,1665.91,20
16791,23942,902,7,1247.91,0
16792,36646,564,5,2879.09,0
16793,35436,51,8,1038.4,0
16794,49472,174,6,849.15,0
16795,23248,412,9,1768.21,0
16796,30647,907,6,1560.78,0
16797,32197,725,9,1426.37,5
16798,24524,941,5,2120.58,0
16799,23467,647,2,1015.88,20
16800,27156,883,8,1163.06,0
16801,41568,655,5,329.22,0
16802,44807,87,10,560.09,10
16803,34594,192,9,2521.72,5
16804,35377,322,2,2991.33,20
16805,33800,351,9,2871.6,0
16806,25738,882,7,2249.53,10
16807,41491,434,10,854.17,20
16808,45677,788,9,2611.25,15
16809,47636,806,1,2790.5,0
16810,42046,859,8,23.9,15
16811,26975,430,3,2965.3,10
16812,45957,277,6,44.16,0
16813,44607,186,5,602.87,0
16814,36364,657,5,2788.7,0
16815,27402,903,5,2175.17,0
16816,5084,292,8,1443.52,0
16817,11279,3,8,1272.54,0
16818,27997,189,4,997.05,20
16819,16537,646,2,2767.3,0
16820,14847,25,2,1458.01,20
16821,18606,104,6,993.74,5
16822,19908,568,5,805.04,10
16823,35551,241,4,2265.92,0
16824,44784,597,6,324.82,10
16825,7314,537,3,244.6,15
16826,34780,214,2,1916.62,10
16827,1753,497,8,2639.36,0
16828,38621,610,1,2015.22,0
16829,5530,618,4,949.91,0
16830,33787,935,10,1642.7,0
16831,10227,619,1,486.59,10
16832,20642,219,5,1727.35,5
16833,22557,690,4,1781.34,0
16834,49724,440,5,1602.57,0
16835,12037,447,5,2853.85,20
16836,39155,233,10,628.63,15
16837,32115,342,1,1253.86,0
16838,11254,226,10,1006.92,15
16839,26269,240,2,1456.34,0
16840,12057,108,4,2958.15,10
16841,45994,684,1,2179.43,0
16842,2838,608,7,114.07,10
16843,39069,829,5,2671.58,0
16844,43991,908,4,2596.1,5
16845,32089,566,7,1126.26,10
16846,46342,564,9,2879.09,5
16847,34225,347,2,2846.78,0
16848,12990,205,2,282.09,0
16849,49306,792,7,112.36,10
16850,21936,822,8,2437.61,0
16851,28316,190,8,1577.09,5
16852,12679,607,1,143.83,15
16853,1705,690,1,1781.34,10
16854,45796,174,2,849.15,10
16855,8569,188,9,1106.75,5
16856,13418,746,7,1556.86,10
16857,30005,2,1,1874.2,0
16858,37433,651,3,1093.38,0
16859,33610,537,8,244.6,10
16860,12904,406,2,2826.39,15
16861,38240,107,10,836.43,15
16862,11733,391,3,1099.02,0
16863,36707,224,7,777.18,0
16864,15702,165,5,2251.65,15
16865,43354,902,4,1247.91,10
16866,45906,862,5,1146.44,5
16867,1446,555,3,1169.9,0
16868,98,874,7,2780.59,15
16869,47887,573,2,165.47,0
16870,15233,915,9,1349.12,5
16871,34297,217,4,528.09,0
16872,7867,260,8,1915.81,20
16873,23288,361,10,318.8,20
16874,8192,395,1,584.41,0
16875,9701,741,10,634.9,20
16876,18318,682,7,202.86,0
16877,12092,875,9,171.97,5
16878,33397,358,6,2003.88,20
16879,43023,386,8,438.98,10
16880,6660,701,1,787.36,0
16881,31714,625,6,1384.02,5
16882,32300,74,6,1247.15,0
16883,34072,307,8,647.32,10
16884,41668,226,10,1006.92,20
16885,48718,183,4,1252.59,0
16886,33784,193,6,2278.54,10
16887,15080,2,6,1874.2,10
16888,27484,503,4,790.7,5
16889,6480,892,9,1853.82,5
16890,7060,929,4,1148.73,20
16891,25443,777,7,2196.96,15
16892,10468,66,2,1695.96,0
16893,24972,735,9,2122.06,0
16894,20973,904,4,2635.2,10
16895,37186,572,7,637.54,20
16896,6202,436,5,2046.55,5
16897,46096,243,5,2396.96,0
16898,32452,806,3,2790.5,0
16899,4170,857,2,1547.7,0
16900,7059,261,6,1807.11,0
16901,11698,408,6,2285.71,15
16902,49889,646,2,2767.3,0
16903,17246,804,8,1238.22,10
16904,28992,351,8,2871.6,0
16905,3239,892,10,1853.82,20
16906,48187,320,10,655.95,0
16907,42694,12,1,667.9,0
16908,5199,504,9,2638.83,0
16909,39208,750,3,2100.43,10
16910,1238,826,3,2175.06,0
16911,25532,630,5,2451.14,10
16912,28683,592,9,487.15,0
16913,12382,153,4,1962.19,0
16914,12092,179,9,519.63,15
16915,47542,936,5,2720.39,10
16916,1368,117,2,797.06,15
16917,29398,894,8,1519.88,5
16918,1303,184,10,304.63,0
16919,10457,187,4,1612.84,20
16920,8837,561,8,354.53,0
16921,44267,125,5,2877.72,20
16922,37648,561,4,354.53,0
16923,37679,546,4,2624.52,10
16924,18416,51,4,1038.4,0
16925,42520,169,4,1651.73,0
16926,31191,804,7,1238.22,20
16927,38546,186,3,602.87,0
16928,22445,155,10,2393.0,20
16929,31796,541,6,1498.61,15
16930,41280,44,5,2099.14,10
16931,30243,333,10,2000.46,0
16932,41187,870,8,1412.67,0
16933,24873,320,4,655.95,15
16934,211,386,9,438.98,0
16935,47008,474,9,375.09,20
16936,32865,810,6,243.01,20
16937,17511,872,1,2201.39,5
16938,36125,559,9,2280.82,0
16939,23037,723,1,268.01,0
16940,27582,585,9,1187.35,10
16941,18186,379,1,118.91,0
16942,49933,631,8,70.43,0
16943,20216,186,2,602.87,20
16944,15604,181,1,2750.65,5
16945,38309,878,7,2115.92,15
16946,46985,175,7,540.71,20
16947,42030,66,1,1695.96,15
16948,48743,544,2,419.7,0
16949,15091,543,8,753.17,5
16950,8300,949,3,1644.52,20
16951,10724,545,10,2677.5,15
16952,9660,655,7,329.22,10
16953,25965,858,4,2128.18,0
16954,35752,481,7,1016.06,15
16955,5244,326,7,1131.13,0
16956,18203,40,4,2457.57,0
16957,94,510,10,2373.14,0
16958,38496,569,9,2175.19,0
16959,16183,348,5,2433.14,0
16960,6129,943,10,543.3,0
16961,32003,217,3,528.09,0
16962,35238,154,10,1937.18,0
16963,25227,146,7,1847.56,0
16964,21928,809,7,581.36,0
16965,22446,933,1,2619.17,0
16966,48515,799,8,1476.64,15
16967,46501,886,4,2824.65,5
16968,15106,38,3,1231.02,20
16969,34580,237,3,240.73,5
16970,19444,837,4,2227.09,10
16971,23499,652,2,947.13,0
16972,30946,979,6,1284.41,10
16973,1887,913,3,1300.74,0
16974,20033,124,10,1771.73,0
16975,30915,601,3,1468.02,0
16976,13513,162,10,2476.93,10
16977,33458,122,9,946.38,0
16978,38268,82,7,327.09,0
16979,29564,701,7,787.36,10
16980,6202,74,7,1247.15,0
16981,2085,405,10,2575.97,5
16982,37106,314,1,1413.43,0
16983,2654,173,10,2119.03,0
16984,25148,442,6,2354.24,15
16985,12470,386,7,438.98,5
16986,30563,537,4,244.6,0
16987,28568,556,10,1429.93,10
16988,6794,721,3,1543.6,0
16989,11818,947,5,644.63,0
16990,33240,426,4,1328.32,20
16991,15147,987,6,986.15,0
16992,48206,122,7,946.38,0
16993,45902,1000,10,533.46,20
16994,17348,215,3,1225.4,15
16995,35338,128,8,1894.97,0
16996,38097,959,7,2241.48,0
16997,33414,990,7,688.28,0
16998,15599,135,7,1582.06,5
16999,5832,372,10,458.9,20
17000,23525,538,8,2712.19,0
17001,47201,721,1,1543.6,0
17002,10904,553,5,1467.06,10
17003,8667,815,8,2401.6,15
17004,5869,735,6,2122.06,10
17005,37565,988,9,1698.17,0
17006,49436,291,8,563.53,15
17007,47253,281,1,1048.25,0
17008,5481,207,1,1380.72,0
17009,32471,313,1,940.88,5
17010,14037,421,9,1748.31,0
17011,22102,925,5,1233.23,0
17012,6766,128,10,1894.97,10
17013,47971,928,4,1847.6,5
17014,37051,244,10,2853.2,15
17015,8271,321,5,25.61,15
17016,47959,502,10,2261.38,0
17017,30231,403,9,1355.69,10
17018,28838,165,6,2251.65,10
17019,15308,495,5,2168.57,5
17020,11030,470,1,818.32,20
17021,43744,480,7,268.18,10
17022,12326,830,3,204.97,5
17023,16721,721,5,1543.6,0
17024,10955,785,7,1942.25,0
17025,7306,929,1,1148.73,0
17026,27831,692,8,2144.79,20
17027,25611,302,8,804.71,10
17028,13877,921,6,1011.96,0
17029,8237,231,2,144.14,0
17030,23186,304,10,1022.13,20
17031,46924,577,3,1495.48,0
17032,35911,823,8,652.49,10
17033,17244,104,3,993.74,0
17034,15430,164,8,278.56,0
17035,25009,29,5,1618.69,20
17036,12656,738,7,2596.12,20
17037,42630,191,6,2913.95,5
17038,33403,385,9,2191.3,0
17039,22547,392,2,948.27,10
17040,45924,988,7,1698.17,10
17041,42058,685,1,1649.91,0
17042,24810,29,1,1618.69,0
17043,32894,61,1,299.57,10
17044,41985,840,9,395.25,15
17045,45267,485,2,2858.36,5
17046,24243,970,10,2140.79,0
17047,14639,15,9,233.42,0
17048,29765,362,4,1548.71,5
17049,40168,737,7,2942.22,0
17050,39992,50,4,2254.21,0
17051,34123,233,1,628.63,0
17052,49446,163,8,1515.56,0
17053,35735,630,3,2451.14,0
17054,42242,454,7,1189.06,0
17055,48272,637,10,885.97,0
17056,43630,808,7,868.54,20
17057,4069,651,5,1093.38,0
17058,21335,415,1,2675.18,20
17059,5872,129,1,1727.45,5
17060,44702,663,10,1686.46,15
17061,10720,751,9,2807.64,0
17062,4154,878,8,2115.92,0
17063,31988,431,6,578.55,0
17064,29647,566,7,1126.26,0
17065,12220,149,1,1439.07,0
17066,23326,802,9,1613.11,0
17067,41754,599,10,149.46,0
17068,7464,587,1,1749.18,0
17069,46646,971,9,1642.2,0
17070,18474,924,7,1445.98,10
17071,25115,916,3,1954.18,15
17072,38807,540,4,348.02,10
17073,49076,900,8,2038.74,10
17074,4253,972,10,106.44,5
17075,27743,798,9,1441.31,20
17076,49057,103,6,761.24,10
17077,12436,36,7,1612.92,0
17078,27122,189,6,997.05,20
17079,16507,509,1,2395.81,0
17080,17386,8,1,2231.71,5
17081,5993,967,6,2610.95,0
17082,44958,243,3,2396.96,0
17083,43266,430,8,2965.3,0
17084,41693,420,1,1026.8,5
17085,45610,525,3,78.69,0
17086,8896,284,1,2253.17,0
17087,20095,861,5,1637.39,5
17088,23211,304,9,1022.13,0
17089,16133,665,9,1030.22,0
17090,25418,463,1,1229.15,5
17091,36968,335,2,2999.57,15
17092,4177,584,8,725.97,0
17093,13014,696,3,2540.07,15
17094,8120,224,2,777.18,0
17095,26316,72,5,1946.09,15
17096,31384,1,8,261.16,10
17097,946,568,2,805.04,15
17098,1029,8,9,2231.71,10
17099,26708,526,6,170.41,5
17100,1668,876,7,2185.01,5
17101,28781,636,1,131.61,15
17102,45761,850,10,2090.43,5
17103,46546,524,8,2485.16,10
17104,22716,218,2,2864.72,0
17105,30542,308,4,347.17,10
17106,9023,688,5,483.51,5
17107,29478,215,2,1225.4,15
17108,34195,291,5,563.53,10
17109,40691,311,5,535.39,0
17110,22316,332,3,347.33,0
17111,35515,157,8,2949.91,0
17112,40688,804,5,1238.22,20
17113,20491,25,3,1458.01,0
17114,37363,25,7,1458.01,5
17115,49386,161,9,229.02,15
17116,21585,966,7,2370.37,10
17117,28491,445,3,2581.73,15
17118,26892,533,10,834.68,0
17119,13617,885,6,356.76,15
17120,13514,817,5,2037.46,20
17121,3298,840,5,395.25,0
17122,10395,800,4,2422.98,20
17123,12816,892,1,1853.82,20
17124,8625,763,10,2879.68,0
17125,42073,906,7,45.78,5
17126,19491,584,5,725.97,0
17127,48682,91,10,2351.66,0
17128,14827,121,3,2573.48,15
17129,24822,12,2,667.9,15
17130,16211,230,5,805.2,20
17131,3347,213,3,2687.61,5
17132,42654,545,10,2677.5,0
17133,8452,947,5,644.63,0
17134,29603,952,5,1691.89,0
17135,22944,645,7,2499.8,0
17136,33959,281,7,1048.25,0
17137,47542,812,4,2960.35,5
17138,24327,108,8,2958.15,0
17139,40711,100,1,82.05,5
17140,27684,870,1,1412.67,20
17141,39864,26,4,211.95,0
17142,47180,169,10,1651.73,0
17143,20254,165,10,2251.65,0
17144,380,418,5,1266.62,0
17145,21516,603,8,2490.8,10
17146,39745,684,1,2179.43,0
17147,11303,687,4,1165.53,20
17148,14451,622,7,318.26,15
17149,20887,907,4,1560.78,15
17150,21555,305,3,2493.6,10
17151,7476,880,4,1430.65,20
17152,26912,188,8,1106.75,20
17153,46802,189,9,997.05,0
17154,24974,962,7,1006.58,0
17155,6938,705,4,175.35,0
17156,28430,629,7,1191.69,0
17157,26402,668,7,66.42,20
17158,8394,202,4,763.39,0
17159,34794,151,9,1412.39,0
17160,19573,931,6,2429.11,10
17161,8579,596,2,254.86,20
17162,30951,619,10,486.59,10
17163,22550,52,10,2752.87,0
17164,21911,661,4,1737.99,0
17165,34097,410,4,2738.98,0
17166,44749,283,5,1906.32,20
17167,8557,19,4,953.32,20
17168,25644,493,9,2785.73,0
17169,14468,666,10,580.17,10
17170,14664,870,7,1412.67,0
17171,34332,355,2,1365.48,20
17172,32731,449,1,1215.83,0
17173,49078,592,2,487.15,15
17174,23139,540,8,348.02,0
17175,49374,674,2,2007.09,10
17176,43671,321,4,25.61,10
17177,33901,791,6,907.2,10
17178,44851,93,1,896.29,0
17179,37546,186,7,602.87,0
17180,3116,935,10,1642.7,0
17181,10855,80,3,371.69,20
17182,18095,725,9,1426.37,5
17183,4726,288,7,2910.15,5
17184,49899,619,6,486.59,0
17185,39388,148,2,2254.72,0
17186,20592,700,10,241.67,5
17187,40963,576,8,1456.69,20
17188,4201,247,10,2872.79,10
17189,38275,919,10,2171.69,0
17190,28584,65,7,1624.37,0
17191,22963,42,1,231.67,15
17192,19297,952,6,1691.89,20
17193,6329,992,5,2828.36,0
17194,31689,345,5,2327.05,0
17195,39114,273,5,1582.49,0
17196,30394,32,6,1441.65,0
17197,25488,842,2,1868.92,5
17198,7981,128,4,1894.97,15
17199,29240,972,2,106.44,0
17200,25609,536,1,713.06,15
17201,17841,241,7,2265.92,0
17202,21393,692,4,2144.79,0
17203,1665,49,3,2507.69,0
17204,28626,403,9,1355.69,15
17205,19036,716,2,1288.58,15
17206,8388,251,3,1152.39,5
17207,1367,21,8,2342.64,20
