PaymentID,OrderID,PaymentMethod,PaymentDate,Amount
7549,47712,Debit Card,2025-11-13,3531.72
7550,44132,Credit Card,2026-05-31,4845.58
7551,38292,Cash,2024-12-20,1165.67
7552,14692,Credit Card,2025-12-03,451.23
7553,47128,PayPal,2026-07-14,4415.78
7554,493,Bank Transfer,2025-06-24,4055.82
7555,46257,Credit Card,2025-12-12,1305.02
7556,22917,Cash,2024-06-28,3475.33
7557,28079,Debit Card,2025-03-14,2609.97
7558,32699,Debit Card,2024-05-05,4584.57
7559,49984,PayPal,2024-03-04,4240.78
7560,27133,PayPal,2024-03-08,266.27
7561,14970,Cash,2025-08-30,1982.32
7562,26991,Credit Card,2025-05-07,3647.1
7563,23741,Cash,2025-07-31,35.55
7564,18865,Cash,2024-06-26,2724.84
7565,19282,Debit Card,2026-06-02,3214.2
7566,7203,Debit Card,2024-01-08,2385.02
7567,48994,Cash,2024-04-12,445.46
7568,45487,Bank Transfer,2024-11-18,2457.39
7569,9789,PayPal,2026-04-07,2139.33
7570,14390,PayPal,2025-07-28,2096.08
7571,32683,Bank Transfer,2026-02-20,3310.61
7572,12947,PayPal,2026-04-03,4171.03
7573,38541,Bank Transfer,2026-02-04,1051.45
7574,43880,Credit Card,2024-10-14,327.88
7575,29639,Debit Card,2025-06-11,3604.04
7576,34325,Debit Card,2024-12-23,3770.93
7577,5178,Cash,2025-10-18,2758.29
7578,29809,Credit Card,2025-10-26,2117.77
7579,43122,Cash,2024-05-19,1244.58
7580,20438,Debit Card,2026-01-18,4043.89
7581,22613,Bank Transfer,2024-02-20,1157.73
7582,25618,PayPal,2025-07-27,1696.16
7583,22792,Credit Card,2025-11-13,2953.31
7584,13034,PayPal,2026-07-16,4676.38
7585,2836,Cash,2024-02-23,256.99
7586,13345,Cash,2024-03-31,2917.71
7587,41893,Debit Card,2024-07-27,1597.01
7588,23483,Credit Card,2025-05-16,3489.55
7589,16348,Debit Card,2024-03-17,4607.04
7590,5705,PayPal,2025-10-19,3219.58
7591,10720,Credit Card,2024-03-02,3360.4
7592,16959,Cash,2025-06-16,2152.89
7593,46615,PayPal,2026-05-24,4683.44
7594,20802,Bank Transfer,2025-06-10,2174.61
7595,16991,Credit Card,2024-05-19,657.33
7596,12487,Credit Card,2026-03-10,3287.17
7597,1782,Credit Card,2025-04-15,809.8
7598,16101,Credit Card,2024-02-14,3473.99
7599,49103,Bank Transfer,2024-06-12,3989.65
7600,17465,Cash,2024-10-26,931.64
7601,31893,Bank Transfer,2024-05-02,3597.14
7602,40101,Debit Card,2025-01-07,1666.93
7603,41897,PayPal,2024-01-21,4776.83
7604,32608,Debit Card,2025-09-19,2492.85
7605,5035,Cash,2026-03-04,1121.32
7606,26479,Bank Transfer,2025-03-20,3935.77
7607,6614,Bank Transfer,2024-11-14,1024.11
7608,41354,Credit Card,2025-07-14,1447.9
7609,2300,Bank Transfer,2024-07-10,3184.57
7610,37408,Bank Transfer,2024-08-09,750.69
7611,11471,Debit Card,2024-02-18,983.1
7612,44357,Cash,2024-11-26,2655.18
7613,23339,PayPal,2024-11-02,4533.6
7614,29915,PayPal,2025-03-05,617.38
7615,29012,Credit Card,2025-12-27,2591.66
7616,13434,Credit Card,2025-10-22,2972.68
7617,13076,Debit Card,2025-02-22,740.73
7618,6729,Bank Transfer,2024-01-26,1827.36
7619,46949,Bank Transfer,2026-05-25,2236.69
7620,44907,Bank Transfer,2025-01-01,2572.48
7621,27286,PayPal,2026-02-04,4731.51
7622,8616,Bank Transfer,2026-09-09,1465.71
7623,18026,Cash,2025-12-03,721.41
7624,39705,Cash,2024-08-18,4141.84
7625,10668,Cash,2025-06-21,752.6
7626,5258,Bank Transfer,2024-09-11,2533.85
7627,13167,Debit Card,2024-08-02,1956.95
7628,41301,Bank Transfer,2025-02-06,2901.08
7629,44437,Bank Transfer,2024-06-01,1483.28
7630,13050,PayPal,2026-01-12,2987.68
7631,34372,PayPal,2024-12-24,4430.83
7632,32516,Credit Card,2025-07-08,1330.06
7633,20029,Bank Transfer,2026-09-15,1053.44
7634,19593,Cash,2026-03-28,3892.88
7635,5984,Debit Card,2025-07-23,4223.34
7636,16772,Bank Transfer,2024-03-07,3246.74
7637,15523,Credit Card,2024-05-05,360.88
7638,45520,PayPal,2026-07-14,2771.89
7639,17248,Bank Transfer,2024-06-06,2647.99
7640,7865,Cash,2025-12-27,4071.76
7641,25081,Cash,2025-11-28,585.51
7642,27795,Debit Card,2024-04-22,1172.92
7643,8485,Bank Transfer,2026-07-09,4869.6
7644,29611,Cash,2026-05-16,1564.25
7645,19125,Debit Card,2026-07-22,3137.28
7646,39532,Bank Transfer,2025-04-23,1117.86
7647,41205,Credit Card,2025-07-09,2088.14
7648,2823,Debit Card,2025-08-02,1889.67
7649,27584,Credit Card,2026-01-31,3803.46
7650,1996,Credit Card,2025-10-14,3497.2
7651,12154,Bank Transfer,2026-01-06,4573.94
7652,7130,Debit Card,2025-12-27,2446.27
7653,48561,Bank Transfer,2026-03-07,4027.58
7654,40715,Debit Card,2025-07-08,2353.78
7655,19527,PayPal,2026-01-17,4186.76
7656,42320,Bank Transfer,2025-08-31,1283.6
7657,20408,Credit Card,2024-01-30,3248.94
7658,34405,Cash,2024-10-20,1430.51
7659,41476,Debit Card,2024-11-20,2648.79
7660,31415,Bank Transfer,2026-07-12,1436.19
7661,14852,Bank Transfer,2025-06-01,3301.28
7662,47123,PayPal,2024-11-01,452.05
7663,49854,Debit Card,2024-12-14,89.11
7664,32601,Credit Card,2026-02-24,805.42
7665,1974,Debit Card,2026-07-13,1962.39
7666,35203,Debit Card,2025-05-20,33.01
7667,6677,Cash,2024-11-30,802.43
7668,33793,Debit Card,2024-10-17,2475.22
7669,38251,PayPal,2025-06-22,2013.94
7670,49522,Bank Transfer,2024-10-26,1871.99
7671,36367,Bank Transfer,2025-01-13,4500.41
7672,38453,Bank Transfer,2024-02-04,2990.96
7673,15281,Cash,2024-06-15,656.59
7674,36851,Debit Card,2025-08-09,3921.71
7675,30145,Debit Card,2025-11-10,198.0
7676,43282,Debit Card,2024-01-12,2066.81
7677,32563,Debit Card,2025-11-16,1331.17
7678,16580,PayPal,2024-02-03,1900.2
7679,13560,Cash,2024-11-24,2649.3
7680,32873,Cash,2026-01-25,1402.2
7681,36812,PayPal,2024-05-04,2648.53
7682,6286,Debit Card,2025-11-11,636.24
7683,16915,Bank Transfer,2025-11-16,3197.91
7684,17985,Cash,2025-11-16,3507.08
7685,18413,Credit Card,2025-12-29,4028.4
7686,44492,Debit Card,2025-07-17,2793.54
7687,13964,Bank Transfer,2025-02-25,3523.17
7688,11981,Cash,2024-04-02,1145.39
7689,49766,Cash,2026-07-10,168.07
7690,20680,Credit Card,2024-01-20,2406.82
7691,33083,PayPal,2024-03-03,3442.55
7692,21374,Credit Card,2026-06-23,2234.63
7693,34508,PayPal,2024-12-15,3428.79
7694,34118,Debit Card,2024-06-24,4352.94
7695,7475,Debit Card,2024-05-24,2623.55
7696,8935,PayPal,2024-08-19,3024.97
7697,48481,Cash,2025-05-28,4215.91
7698,43229,PayPal,2025-03-24,4040.4
7699,18914,Credit Card,2024-03-29,2662.99
7700,41517,Debit Card,2025-01-13,4196.44
7701,24329,Debit Card,2024-01-25,746.66
7702,7626,PayPal,2025-01-20,2297.8
7703,20913,Credit Card,2024-12-01,2963.07
7704,13517,Cash,2026-01-28,3078.63
7705,19948,Bank Transfer,2024-04-22,4515.38
7706,7165,Credit Card,2024-08-03,4387.19
7707,42099,PayPal,2025-07-24,4271.39
7708,6472,PayPal,2024-11-03,1975.53
7709,31729,Bank Transfer,2024-08-04,303.94
7710,37680,Debit Card,2025-06-16,4196.28
7711,32412,Credit Card,2025-12-15,3407.23
7712,957,Debit Card,2024-10-31,380.18
7713,8451,Cash,2024-07-02,4410.69
7714,17105,PayPal,2026-02-01,2060.49
7715,49762,PayPal,2026-09-07,1198.71
7716,31659,Credit Card,2024-04-12,1571.82
7717,33276,Cash,2026-08-25,4983.34
7718,30877,Debit Card,2026-09-15,801.82
7719,49083,Cash,2025-06-19,2956.89
7720,41585,Debit Card,2024-03-31,4573.92
7721,17265,PayPal,2024-04-14,4515.49
7722,583,Bank Transfer,2024-07-20,4305.05
7723,33597,Bank Transfer,2025-11-11,2340.22
7724,6743,Debit Card,2026-07-19,3231.39
7725,21253,Debit Card,2024-10-01,1738.92
7726,4473,PayPal,2025-09-10,4888.13
7727,30691,PayPal,2024-07-27,860.06
7728,34423,PayPal,2024-05-19,1346.41
7729,42887,Bank Transfer,2024-06-01,3335.63
7730,5428,Debit Card,2025-03-12,539.96
7731,24592,Bank Transfer,2026-02-10,32.49
7732,12263,PayPal,2024-04-18,280.05
7733,47569,Debit Card,2025-09-18,2820.32
7734,30088,Debit Card,2024-02-04,4691.96
7735,11086,Cash,2025-05-25,693.98
7736,27811,Cash,2025-10-23,3874.95
7737,33490,Credit Card,2025-12-15,2169.32
7738,1455,Cash,2026-09-04,4441.9
7739,43399,Debit Card,2025-05-01,1595.48
7740,12921,Bank Transfer,2025-08-24,3054.26
7741,12265,Bank Transfer,2025-12-14,3180.73
7742,27654,Credit Card,2024-03-18,103.02
7743,45357,Bank Transfer,2024-04-26,945.41
7744,46338,Debit Card,2025-01-09,1392.3
7745,32198,Cash,2024-03-11,4777.56
7746,46634,Bank Transfer,2025-12-21,3999.16
7747,278,Bank Transfer,2024-06-25,2864.49
7748,15533,Credit Card,2025-04-17,85.84
7749,30009,PayPal,2025-05-03,3544.69
7750,41136,PayPal,2026-09-08,1817.57
7751,38065,Credit Card,2025-07-09,4970.16
7752,35496,Credit Card,2024-09-19,3483.08
7753,24373,Credit Card,2025-01-18,4767.86
7754,44106,PayPal,2024-02-26,533.9
7755,41154,PayPal,2025-07-22,2100.18
7756,8750,Debit Card,2026-03-30,653.46
7757,44112,PayPal,2025-10-10,2735.74
7758,19690,Debit Card,2024-10-11,1757.37
7759,28487,PayPal,2026-01-26,2545.96
7760,34698,PayPal,2025-05-27,2937.03
7761,19444,Cash,2025-04-01,1553.49
7762,4710,PayPal,2025-02-16,705.86
7763,49737,Bank Transfer,2024-10-15,1622.8
7764,41498,Bank Transfer,2025-09-23,3265.49
7765,24663,Credit Card,2025-12-27,681.76
7766,46673,Bank Transfer,2024-07-19,1537.68
7767,12752,PayPal,2024-07-11,2618.0
7768,3566,Credit Card,2026-08-27,2554.79
7769,6001,Credit Card,2024-09-17,4673.99
7770,34491,Debit Card,2024-09-16,523.15
7771,42143,Cash,2025-01-08,3029.24
7772,9323,Cash,2026-01-12,2710.72
7773,44794,PayPal,2026-07-05,146.56
7774,9839,Bank Transfer,2025-05-02,1402.82
7775,13844,PayPal,2025-09-06,2406.84
7776,21625,Bank Transfer,2025-07-12,2521.16
7777,33948,Credit Card,2025-11-19,4198.3
7778,5548,Credit Card,2026-04-30,1601.43
7779,49144,Debit Card,2024-10-15,3387.93
7780,18864,Debit Card,2024-04-17,1769.75
7781,9239,PayPal,2025-03-06,2436.2
7782,37110,Debit Card,2024-08-21,4863.81
7783,4336,Credit Card,2026-05-17,942.59
7784,18735,Debit Card,2024-03-07,2980.12
7785,17628,Debit Card,2024-05-05,4798.95
7786,48044,Bank Transfer,2026-06-12,1184.66
7787,21952,PayPal,2026-04-30,4278.62
7788,44381,Bank Transfer,2024-01-09,2283.73
7789,14386,PayPal,2024-10-15,2574.25
7790,17538,Debit Card,2024-03-03,3195.16
7791,39553,Cash,2026-09-07,3289.52
7792,47966,PayPal,2025-11-10,883.61
7793,29425,Bank Transfer,2025-05-07,1866.63
7794,40068,PayPal,2024-06-21,2416.24
7795,21531,Cash,2025-10-21,3028.93
7796,33459,Credit Card,2024-10-21,158.84
7797,4173,Credit Card,2026-06-17,2487.15
7798,10443,Debit Card,2026-09-08,4849.54
7799,5419,Cash,2026-04-16,3279.68
7800,35883,Credit Card,2024-03-30,3841.95
7801,29387,PayPal,2025-03-28,1587.58
7802,30406,Bank Transfer,2025-09-05,825.74
7803,46794,Cash,2025-04-11,346.33
7804,15470,Bank Transfer,2026-03-07,1198.21
7805,9956,PayPal,2025-03-16,4612.54
7806,20484,Cash,2024-04-30,397.8
7807,30724,Cash,2024-02-20,2780.67
7808,3383,Bank Transfer,2024-07-20,3158.72
7809,10684,PayPal,2026-06-05,4416.69
7810,28642,Bank Transfer,2025-04-15,4365.99
7811,46286,Credit Card,2024-11-07,4180.04
7812,13533,Credit Card,2024-05-02,4448.96
7813,48493,Cash,2025-06-26,4962.69
7814,49472,Credit Card,2024-02-15,1162.16
7815,15055,Bank Transfer,2024-05-16,3400.94
7816,43193,PayPal,2025-01-22,2326.36
7817,15087,Cash,2026-07-04,2249.87
7818,29788,PayPal,2026-05-18,1265.83
7819,32079,Debit Card,2025-11-10,1442.96
7820,40731,PayPal,2026-06-27,3521.83
7821,42312,PayPal,2024-04-15,2635.43
7822,4688,Cash,2025-11-16,1601.88
7823,2149,Credit Card,2024-01-31,2416.69
7824,9745,Bank Transfer,2024-04-13,4751.5
7825,20967,Bank Transfer,2025-08-19,2125.82
7826,31185,PayPal,2024-06-11,1783.14
7827,22604,Bank Transfer,2024-10-01,2454.99
7828,2436,Cash,2024-11-09,3366.17
7829,41819,Credit Card,2025-01-01,3339.54
7830,14692,Cash,2025-12-30,925.7
7831,27247,Cash,2024-01-11,407.08
7832,31808,Bank Transfer,2024-09-10,2851.65
7833,8623,Bank Transfer,2024-05-29,3825.0
7834,35713,Credit Card,2024-03-02,1433.41
7835,32044,Credit Card,2024-11-28,136.05
7836,20922,Cash,2024-04-16,2949.08
7837,18843,Debit Card,2026-09-14,1855.69
7838,15068,Cash,2024-04-22,4150.91
7839,3938,Bank Transfer,2024-05-22,1380.4
7840,22895,Cash,2025-05-10,1722.96
7841,11152,Cash,2025-07-19,2338.61
7842,5994,Credit Card,2024-08-26,1715.54
7843,30847,Cash,2026-06-23,1544.09
7844,35156,PayPal,2024-11-29,3949.32
7845,26509,Bank Transfer,2025-04-10,1490.35
7846,37246,PayPal,2024-08-21,4314.9
7847,48743,Credit Card,2026-05-13,3091.68
7848,35682,Cash,2026-05-04,2130.2
7849,43855,Credit Card,2025-11-01,1697.34
7850,22889,Cash,2025-05-28,2641.85
7851,24330,Cash,2024-04-01,4717.36
7852,39733,PayPal,2024-09-13,1815.07
7853,42266,Bank Transfer,2025-12-09,4186.74
7854,34621,PayPal,2025-01-22,1100.85
7855,25964,Bank Transfer,2026-02-11,3682.88
7856,7677,Debit Card,2024-02-24,3328.4
7857,30747,Debit Card,2025-08-20,639.55
7858,43928,PayPal,2026-02-09,3980.6
7859,38040,PayPal,2025-05-01,4263.54
7860,35086,Debit Card,2025-07-04,4095.61
7861,34001,Bank Transfer,2024-03-29,4634.38
7862,36740,Cash,2024-01-14,4528.32
7863,27362,Bank Transfer,2026-01-06,4139.72
7864,35343,Bank Transfer,2024-09-23,1636.2
7865,1608,Bank Transfer,2025-10-13,1316.51
7866,22826,PayPal,2025-07-27,1917.95
7867,27769,Credit Card,2025-03-21,3079.93
7868,15361,Credit Card,2024-08-03,2385.05
7869,5364,Cash,2025-08-03,3555.75
7870,29779,Bank Transfer,2025-09-17,4890.09
7871,30962,Bank Transfer,2025-08-17,4115.58
7872,5457,Cash,2024-12-11,2742.19
7873,20470,PayPal,2026-06-16,2860.62
7874,9620,Bank Transfer,2025-04-27,831.12
7875,25197,PayPal,2026-04-06,2154.97
7876,31636,Cash,2025-12-01,794.55
7877,5093,Bank Transfer,2024-07-04,1448.85
7878,26934,Cash,2024-09-14,2374.2
7879,24170,Credit Card,2026-02-10,3405.77
7880,26644,Debit Card,2024-04-24,543.77
7881,43617,Bank Transfer,2024-12-05,396.36
7882,18442,Cash,2025-11-12,4262.14
7883,29547,PayPal,2026-01-06,3735.18
7884,34284,Credit Card,2026-04-24,3575.1
7885,2894,Bank Transfer,2026-01-12,4541.51
7886,43345,Credit Card,2025-07-11,4405.95
7887,2274,Credit Card,2025-07-10,3807.68
7888,14314,Credit Card,2025-04-23,2292.81
7889,37238,PayPal,2025-06-22,448.54
7890,21607,PayPal,2026-08-15,1683.69
7891,18331,Credit Card,2024-11-30,4462.33
7892,39311,PayPal,2026-04-26,2634.55
7893,42007,Cash,2024-07-05,3921.74
7894,11358,Bank Transfer,2025-07-14,4421.7
7895,3329,Cash,2024-08-21,3287.17
7896,25850,Bank Transfer,2024-05-28,4060.02
7897,42523,PayPal,2024-11-08,928.02
7898,48501,PayPal,2024-02-02,405.75
7899,14616,PayPal,2025-05-14,3927.66
7900,6229,Cash,2024-11-08,3652.46
7901,11869,PayPal,2024-05-29,3762.63
7902,1628,Bank Transfer,2025-04-02,472.84
7903,26358,Debit Card,2025-01-19,4419.9
7904,41894,Cash,2026-04-30,3057.16
7905,10187,Debit Card,2024-10-29,1503.3
7906,35974,Credit Card,2024-10-26,3104.57
7907,27823,Credit Card,2024-10-04,2937.26
7908,25327,Bank Transfer,2024-03-17,1824.84
7909,29776,Debit Card,2025-01-27,1128.22
7910,38804,Cash,2024-01-26,1147.27
7911,25132,PayPal,2025-10-12,2501.6
7912,38548,Debit Card,2025-05-22,576.9
7913,33873,PayPal,2024-07-26,2908.95
7914,48827,Bank Transfer,2025-08-16,1260.97
7915,1763,Credit Card,2026-01-20,1831.48
7916,32924,Credit Card,2024-10-11,1517.78
7917,34129,Credit Card,2024-05-10,1019.89
7918,5250,Cash,2026-09-11,1207.16
7919,8145,Bank Transfer,2026-04-29,903.2
7920,20746,Debit Card,2025-08-19,2977.6
7921,44649,Credit Card,2024-09-07,4077.69
7922,20731,PayPal,2025-05-28,2265.55
7923,2643,PayPal,2026-03-28,3052.01
7924,3680,Debit Card,2025-09-19,3360.69
7925,35824,PayPal,2026-03-01,4565.28
7926,47509,Debit Card,2025-12-15,1372.17
7927,43502,Cash,2026-08-23,3267.59
7928,24340,Bank Transfer,2025-11-20,200.14
7929,21342,Credit Card,2025-07-27,1806.5
7930,23205,Bank Transfer,2025-10-09,2984.25
7931,41168,Bank Transfer,2025-07-22,1982.81
7932,34635,Bank Transfer,2026-06-14,2825.57
7933,8832,Credit Card,2025-07-20,3226.85
7934,33354,Cash,2024-05-30,3127.12
7935,38869,Bank Transfer,2025-05-08,2981.72
7936,46796,Credit Card,2025-01-04,887.95
7937,46733,Cash,2024-04-27,4603.19
7938,18304,PayPal,2026-03-21,3374.79
7939,45951,Bank Transfer,2025-01-03,2935.84
7940,17290,Debit Card,2025-06-17,485.29
7941,29197,Bank Transfer,2025-12-24,919.56
7942,12802,Cash,2025-08-22,3884.9
7943,13871,Credit Card,2026-07-01,2404.38
7944,7234,Bank Transfer,2024-07-11,2135.81
7945,37167,PayPal,2026-09-01,1903.12
7946,13357,PayPal,2025-03-01,2313.03
7947,40390,Debit Card,2024-09-16,1686.04
7948,17884,Cash,2026-04-19,255.21
7949,16897,Cash,2026-01-22,3291.85
7950,39951,Bank Transfer,2025-04-20,4338.1
7951,13701,Bank Transfer,2024-10-25,2297.62
7952,28906,PayPal,2024-08-08,428.62
7953,32731,Bank Transfer,2024-11-26,2376.01
7954,1605,PayPal,2026-02-23,907.57
7955,22004,PayPal,2024-02-11,69.81
7956,39306,Debit Card,2025-08-26,4220.32
7957,29186,Debit Card,2024-08-24,1572.58
7958,38530,Cash,2026-07-16,157.7
7959,23311,Cash,2024-01-28,4972.37
7960,43197,Credit Card,2025-02-27,1944.1
7961,42826,Cash,2024-10-25,1589.94
7962,31404,Bank Transfer,2024-09-23,4698.39
7963,20704,Cash,2024-05-24,191.0
7964,42600,Credit Card,2024-11-30,253.58
7965,17536,Debit Card,2024-12-07,329.14
7966,10391,Cash,2026-04-07,3609.42
7967,21933,Bank Transfer,2025-07-12,691.19
7968,33641,Credit Card,2026-01-31,4642.76
7969,49562,Bank Transfer,2025-06-17,3233.73
7970,35600,PayPal,2026-03-27,3110.59
7971,11207,Credit Card,2026-01-15,1575.95
7972,39022,PayPal,2025-04-05,2736.1
7973,28737,Cash,2025-05-13,3148.67
7974,20484,Debit Card,2026-02-18,4076.57
7975,13222,Debit Card,2024-10-18,2971.47
7976,30590,Cash,2025-02-03,3287.29
7977,29300,Cash,2026-09-08,1993.92
7978,46257,Cash,2025-05-11,1515.06
7979,14238,Debit Card,2024-04-27,4896.73
7980,8933,Bank Transfer,2024-11-06,1935.88
7981,28035,Debit Card,2024-04-18,488.06
7982,44504,Debit Card,2024-03-21,3700.08
7983,2229,Bank Transfer,2025-03-03,2230.3
7984,22012,Cash,2026-03-15,2207.63
7985,12278,PayPal,2024-06-08,2958.11
7986,40777,Debit Card,2025-04-05,1940.59
7987,42708,Bank Transfer,2026-08-01,4444.9
7988,43415,Bank Transfer,2026-02-21,1570.87
7989,16848,Credit Card,2024-09-11,1458.29
7990,20472,Debit Card,2024-08-17,1078.41
7991,47902,Credit Card,2025-11-12,671.01
7992,8962,Credit Card,2024-11-07,3391.71
7993,49161,Bank Transfer,2024-09-30,3859.14
7994,9571,PayPal,2026-09-15,1973.53
7995,35895,Bank Transfer,2026-05-25,3702.3
7996,14562,Bank Transfer,2025-03-16,2000.08
7997,25849,Bank Transfer,2024-02-25,4077.28
7998,49285,Debit Card,2025-10-01,522.37
7999,42752,PayPal,2025-11-19,1702.37
8000,21603,Credit Card,2024-01-22,4707.05
8001,3633,Cash,2025-12-28,3331.23
8002,6311,Debit Card,2024-09-06,4878.67
8003,30464,Cash,2025-06-24,4618.57
8004,9382,Cash,2026-01-20,1647.8
8005,8581,PayPal,2026-03-15,1546.42
8006,12483,Cash,2024-10-03,4177.16
8007,36802,Debit Card,2024-03-24,2474.26
8008,34142,Bank Transfer,2024-08-12,4694.54
8009,14517,PayPal,2026-08-27,685.98
8010,26458,Bank Transfer,2025-03-01,1533.01
8011,18161,Debit Card,2024-11-03,1092.58
8012,946,Credit Card,2025-07-22,4241.74
8013,32883,Cash,2025-07-13,2887.11
8014,37380,Credit Card,2025-11-08,3409.49
8015,16222,Cash,2025-11-27,4638.76
8016,14938,PayPal,2024-03-14,1978.52
8017,20777,Credit Card,2026-06-10,631.12
8018,47725,Debit Card,2026-08-26,2463.92
8019,10401,Bank Transfer,2025-06-14,2755.13
8020,34303,Cash,2024-05-17,3090.99
8021,45947,Cash,2024-08-14,1929.16
8022,16542,Credit Card,2024-10-25,4157.7
8023,49070,Credit Card,2026-08-16,1683.27
8024,23889,Credit Card,2025-01-26,3524.54
8025,48575,Cash,2024-08-24,4965.22
8026,44256,PayPal,2026-09-14,1023.33
8027,42022,PayPal,2025-10-08,2547.34
8028,14291,Bank Transfer,2024-01-09,4467.14
8029,26256,PayPal,2024-09-23,3588.12
8030,24257,Bank Transfer,2025-02-13,4384.99
8031,40433,Bank Transfer,2025-04-25,3370.04
8032,46798,Cash,2026-08-13,930.4
8033,2015,PayPal,2024-05-11,3583.52
8034,35617,Debit Card,2026-03-27,2214.05
8035,22436,Credit Card,2024-11-03,3342.02
8036,7183,Bank Transfer,2025-04-15,715.02
8037,3378,Credit Card,2025-11-24,4398.58
8038,48741,Credit Card,2025-02-02,570.11
8039,12087,Cash,2026-07-12,3270.71
8040,14114,Credit Card,2024-05-02,4532.16
8041,36737,Credit Card,2024-11-09,2127.98
8042,7461,PayPal,2024-01-26,4280.57
8043,6099,Bank Transfer,2026-03-30,2384.05
8044,7020,Bank Transfer,2026-04-09,268.43
8045,44919,Debit Card,2026-07-16,2345.4
8046,8732,Cash,2026-04-14,1928.89
8047,1850,Credit Card,2024-06-03,3343.99
8048,14591,Credit Card,2024-10-01,3887.16
8049,1474,Cash,2026-07-25,2257.45
8050,79,Credit Card,2024-09-23,451.41
8051,18554,Cash,2024-09-07,3632.51
8052,20523,PayPal,2025-10-30,501.65
8053,17080,Cash,2024-02-01,2710.25
8054,44889,Credit Card,2026-04-22,1996.49
8055,18279,PayPal,2024-07-07,4963.35
8056,25141,Credit Card,2026-05-01,2940.91
8057,44671,Bank Transfer,2025-04-06,3105.65
8058,30684,Bank Transfer,2025-05-30,4890.85
8059,44534,Cash,2026-04-05,3960.15
8060,45746,Credit Card,2024-03-24,3784.81
8061,20809,Cash,2026-06-13,1312.71
8062,39877,Bank Transfer,2025-02-25,1653.04
8063,40007,PayPal,2026-07-10,234.81
8064,6515,Cash,2026-02-20,4810.22
8065,41207,Cash,2026-07-06,1934.58
8066,37213,Credit Card,2025-12-08,2136.89
8067,20151,Cash,2026-03-22,528.13
8068,40839,PayPal,2026-06-14,1303.61
8069,29752,Bank Transfer,2026-08-09,3914.78
8070,8282,PayPal,2025-09-07,4596.3
8071,16680,Cash,2026-03-10,2992.27
8072,9755,Bank Transfer,2025-02-27,2347.7
8073,25056,Credit Card,2025-03-30,2725.26
8074,37192,Credit Card,2024-06-27,2658.58
8075,25578,Debit Card,2026-05-18,339.3
8076,40355,Bank Transfer,2026-02-11,1230.52
8077,38270,PayPal,2024-11-25,3486.58
8078,46206,Bank Transfer,2025-05-25,1339.94
8079,8225,Credit Card,2024-11-11,2285.47
8080,2287,Cash,2024-05-11,4789.64
8081,29224,Credit Card,2026-06-05,3365.21
8082,49531,Bank Transfer,2026-04-09,3724.01
8083,19964,PayPal,2024-11-02,475.05
8084,49152,Cash,2025-09-24,3819.42
8085,4934,Cash,2024-05-21,2438.38
8086,13316,Debit Card,2025-07-20,144.58
8087,3307,Bank Transfer,2025-11-04,4657.39
8088,9620,Credit Card,2026-04-14,4960.39
8089,46308,Cash,2026-04-02,2676.57
8090,49707,Debit Card,2026-04-24,2112.67
8091,43432,Cash,2024-03-22,699.32
8092,17812,Debit Card,2025-04-17,1716.36
8093,39437,Debit Card,2024-06-26,1920.06
8094,26803,Bank Transfer,2024-03-19,3709.44
8095,16853,Bank Transfer,2025-07-24,1598.58
8096,28169,PayPal,2024-05-16,4697.93
8097,6420,Debit Card,2024-08-24,830.42
8098,6065,Credit Card,2026-04-24,3419.6
8099,13903,Debit Card,2024-04-09,4972.92
8100,44843,Credit Card,2024-10-19,2502.33
8101,9548,Debit Card,2024-06-15,1455.96
8102,40596,Debit Card,2025-08-27,1119.74
8103,19629,Bank Transfer,2025-03-16,665.17
8104,49360,Cash,2026-08-20,1565.6
8105,19479,Cash,2025-08-08,4241.42
8106,32575,Credit Card,2025-01-14,3525.28
8107,43571,Credit Card,2024-07-14,4484.41
8108,32913,PayPal,2025-09-08,443.37
8109,3987,Debit Card,2024-01-26,212.86
8110,9603,Cash,2025-06-23,4552.82
8111,15510,Cash,2024-12-25,1802.16
8112,10871,Cash,2024-04-13,3387.25
8113,26950,Debit Card,2025-03-02,3109.36
8114,9740,Bank Transfer,2024-05-25,4975.47
8115,29094,PayPal,2025-04-16,3349.21
8116,37029,PayPal,2024-05-20,1362.69
8117,1812,Credit Card,2026-05-05,4682.93
8118,27165,Bank Transfer,2026-05-19,4759.21
8119,41748,Debit Card,2025-11-14,3392.04
8120,49109,Credit Card,2025-12-31,1802.41
8121,34809,Debit Card,2025-11-06,2396.86
8122,25592,Credit Card,2024-08-27,4558.64
8123,29438,Cash,2026-01-23,1437.95
8124,8607,Debit Card,2026-01-24,1185.02
8125,19235,Bank Transfer,2026-01-31,3214.54
8126,44091,Cash,2025-02-11,3222.24
8127,16392,PayPal,2024-01-02,3281.61
8128,12740,PayPal,2024-02-26,1615.28
8129,17027,Cash,2025-01-30,2504.74
8130,17646,Cash,2026-06-04,1433.49
8131,32083,Cash,2025-03-07,2249.72
8132,47114,Cash,2024-01-19,961.67
8133,15942,Cash,2024-01-18,783.29
8134,8908,PayPal,2026-02-23,3423.09
8135,27247,Cash,2026-06-03,4588.74
8136,2556,Bank Transfer,2026-04-27,4703.51
8137,11105,Cash,2025-07-03,3564.58
8138,19752,Credit Card,2024-09-21,3068.83
8139,36358,Debit Card,2026-04-07,153.86
